1 1 3 1 3 23 25 
1 15 1 1 2 2 2 1 2 1 3 1 4 english_shopper 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 1 11 1 4 John 12 1 4 Doe 13 1 4 Yoyodine 14 1 4 john.doe@yoyodine.com 15 1 4 +491234567890 16 1 4 Europe/Berlin 23 1 4 edf48279-f0b2-4c87-a8e5-b882f070db86 
1 15 1 1 2 26 2 1 2 1 3 1 4 test 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940510 8 1 2 1 9 1 2 1 11 1 4 Test 12 1 4 User 13 1 4 Yoyodine 14 1 4 test.user@yoyodine.com 15 1 4 +497676565765 16 1 4 Europe/Berlin 23 1 4 d0e01bf8-02ed-4151-ad43-769dee3d9859 
1 15 1 1 2 9 2 1 2 1 3 1 4 test_user_2 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 2 11 1 4 Lena 12 1 4 Fischer 13 1 4 Yoyodine 14 1 4 lena.fischer@yoyodine.com 15 1 4 +49221987654321 16 1 4 Europe/Berlin 23 1 4 b5f680f7-c0b8-48a9-a5fc-fd6decefd06c 
1 15 1 1 2 7 2 1 2 1 3 1 4 test_user_1 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 2 11 1 4 Emilia 12 1 4 Schmidt 13 1 4 Yoyodine 14 1 4 emilia.schmidt@yoyodine.com 15 1 4 +4940987654321 16 1 4 Europe/Berlin 23 1 4 75590f24-9b08-4d33-95f1-99c930696166 
1 15 1 1 2 5 2 1 2 1 3 1 4 german_shopper 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 1 11 1 4 Markus 12 1 4 M=C3=BCller 13 1 4 Yoyodine 14 1 4 markus.m=C3=BCller@yoyodine.com 15 1 4 +491234567890 16 1 4 Europe/Berlin 23 1 4 150e79f6-c3bc-4066-8512-7dab4a1387e6 
1 15 1 1 2 3 2 1 2 1 3 1 4 chinese_shopper 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 1 11 1 4 =E5=BC=A0 12 1 4 =E7=8E=8B 13 1 4 Yoyodine 14 1 4 =E5=BC=A0.=E7=8E=8B@yoyodine.com 15 1 4 +491234567890 16 1 4 Europe/Berlin 23 1 4 c5771d15-4da7-4a90-a77a-5367c7d95eb4 
1 15 1 1 2 4 2 1 2 1 3 1 4 russian_shopper 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 1 11 1 4 =D0=98=D0=B2=D0=B0=D0=BD 12 1 4 =D0=98=D0=B2=D0=B0=D0=BD=D0=BE=D0=B2 13 1 4 Yoyodine 14 1 4 =D0=B8=D0=B2=D0=B0=D0=BD.=D0=B8=D0=B2=D0=B0=D0=BD=D0=BE=D0=B2@yoyodine.com 15 1 4 +491234567890 16 1 4 Europe/Berlin 23 1 4 4db3517f-9a00-4370-9c6f-f82bb1a92465 
1 15 1 1 2 10 2 1 2 1 3 1 4 test_shopper_3 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 2 11 1 4 Julia 12 1 4 Weber 13 1 4 Yoyodine 14 1 4 julia.weber@yoyodine.com 15 1 4 +49211987654321 16 1 4 Europe/Berlin 23 1 4 b9a74ba5-bdbc-4e96-b854-0edb09169d34 
1 15 1 1 2 6 2 1 2 1 3 1 4 test_shopper_1 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 2 11 1 4 Laura 12 1 4 M=C3=BCller 13 1 4 Yoyodine 14 1 4 laura.m=C3=BCller@yoyodine.com 15 1 4 +4930987654321 16 1 4 Europe/Berlin 23 1 4 474113a7-6383-401d-8914-0a0a06f162ec 
1 15 1 1 2 8 2 1 2 1 3 1 4 test_shopper_2 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 2 11 1 4 Lina 12 1 4 Schneider 13 1 4 Yoyodine 14 1 4 lina.schneider@yoyodine.com 15 1 4 +4989987654321 16 1 4 Europe/Berlin 23 1 4 f21cbfd8-529b-4426-a33f-25ea53cc2fdc 
1 15 1 1 2 16 2 1 2 1 3 1 4 test_shopper_6 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 1 11 1 4 Liam 12 1 4 Hoffmann 13 1 4 Yoyodine 14 1 4 liam.hoffmann@yoyodine.com 15 1 4 +491511123456789 16 1 4 Europe/Berlin 23 1 4 42aff058-eaab-43e0-84e4-19d2ef469b70 
1 15 1 1 2 15 2 1 2 1 3 1 4 test_user_5 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 2 11 1 4 Sarah 12 1 4 Schwarz 13 1 4 Yoyodine 14 1 4 sarah.schwarz@yoyodine.com 15 1 4 +49201987654321 16 1 4 Europe/Berlin 23 1 4 f25ca00a-6c12-478c-81f3-cce9efaf08b7 
1 15 1 1 2 14 2 1 2 1 3 1 4 test_shopper_5 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 2 11 1 4 Elena 12 1 4 Schulz 13 1 4 Yoyodine 14 1 4 elena.schulz@yoyodine.com 15 1 4 +49351987654321 16 1 4 Europe/Berlin 23 1 4 7298de67-5807-4a4a-bf45-af83363f7ee9 
1 15 1 1 2 13 2 1 2 1 3 1 4 test_user_4 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 2 11 1 4 Lara 12 1 4 Becker 13 1 4 Yoyodine 14 1 4 lara.becker@yoyodine.com 15 1 4 +49711987654321 16 1 4 Europe/Berlin 23 1 4 7a969b16-de0f-476e-b817-91f4b8001f11 
1 15 1 1 2 12 2 1 2 1 3 1 4 test_shopper_4 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 2 11 1 4 Anna 12 1 4 Wagner 13 1 4 Yoyodine 14 1 4 anna.wagner@yoyodine.com 15 1 4 +49421987654321 16 1 4 Europe/Berlin 23 1 4 5f973d54-1092-46bb-8620-45ddadcdd7fe 
1 15 1 1 2 11 2 1 2 1 3 1 4 test_user_3 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 2 11 1 4 Lea 12 1 4 Meyer 13 1 4 Yoyodine 14 1 4 lea.meyer@yoyodine.com 15 1 4 +4969987654321 16 1 4 Europe/Berlin 23 1 4 bc3ccd60-6197-4583-a35c-41325ed303cc 
1 15 1 1 2 19 2 1 2 1 3 1 4 test_user_7 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 1 11 1 4 Tim 12 1 4 Bauer 13 1 4 Yoyodine 14 1 4 tim.bauer@yoyodine.com 15 1 4 +491590123456789 16 1 4 Europe/Berlin 23 1 4 1c1c601b-e1d0-4c45-a1b8-11a7492c58ab 
1 15 1 1 2 18 2 1 2 1 3 1 4 test_shopper_7 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 1 11 1 4 Julian 12 1 4 Koch 13 1 4 Yoyodine 14 1 4 julian.koch@yoyodine.com 15 1 4 +491573123456789 16 1 4 Europe/Berlin 23 1 4 4c15382f-dbbb-4eab-a671-41e14b582fca 
1 15 1 1 2 17 2 1 2 1 3 1 4 test_user_6 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 1 11 1 4 Jonas 12 1 4 Sch=C3=A4fer 13 1 4 Yoyodine 14 1 4 jonas.sch=C3=A4fer@yoyodine.com 15 1 4 +491520123456789 16 1 4 Europe/Berlin 23 1 4 5ef2843a-40df-4165-8647-0a2a25f04e12 
1 15 1 1 2 25 2 1 2 1 3 1 4 test_user_10 4 1 4 =CD.=B0=83|=9BL=96,"=D2=FF=8BTA=B7=B4X=05=88=7F=05=1D9=BF=13;X;=AFh` 5 1 1 1 6 1 2 1571940045 8 1 2 1 9 1 2 1 11 1 4 Levi 12 1 4 Zimmermann 13 1 4 Yoyodine 14 1 4 levi.zimmermann@yoyodine.com 15 1 4 +49163123456789 16 1 4 Europe/Berlin 23 1 4 3956aa6b-702c-46e9-8362-cf16550dfc5a 
